Symbol,Yahoo,Section,Yahoo Type,Yahoo Exchange,Stmt Price 2/28/26,Yahoo Last,DOD Price,DOD Price per 2/28 share,DOD Price as traded,F_dod_feb,F_after_feb,Splits since DOD,Method,Flag,high_1205,low_1205,mean_1205,high_1208,low_1208,mean_1208,nav_date,nav
PPRUY,PPRUY,Stocks,EQUITY,PNK,33.55,28.24,34.105,34.105,34.105,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,34.4900016784668,34.040000915527344,34.26500129699707,34.08000183105469,33.810001373291016,33.94500160217285,,
KDP,KDP,Stocks,EQUITY,NMS,30.28,32.375,28.675,28.675,28.675,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,28.760000228881836,28.260000228881836,28.510000228881836,29.1200008392334,28.559999465942383,28.84000015258789,,
KEYS,KEYS,Stocks,EQUITY,NYQ,307.33,333.335,210.4173,210.4173,210.4173,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,211.57000732421875,208.8040008544922,210.18700408935547,212.9250030517578,208.3699951171875,210.64749908447266,,
KMB,KMB,Stocks,EQUITY,NMS,111.44,103.675,102.995,102.995,102.995,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,104.62999725341797,102.91000366210938,103.77000045776367,102.80000305175781,101.63999938964844,102.22000122070312,,
KGFHY,KGFHY,Stocks,EQUITY,OQX,10.1599,8.07,8.2675,8.2675,8.2675,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,8.369999885559082,8.289999961853027,8.329999923706055,8.260000228881836,8.149999618530273,8.204999923706055,,
KIGRY,KIGRY,Stocks,EQUITY,PNK,16.91,13.97,19.0085,19.0085,19.0085,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,19.030000686645508,18.860000610351562,18.945000648498535,19.143999099731445,19.0,19.071999549865723,,
KMTUY,KMTUY,Stocks,EQUITY,PNK,48.07,48.04,32.365,32.365,32.365,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,32.79999923706055,32.27000045776367,32.53499984741211,32.400001525878906,31.989999771118164,32.195000648498535,,
PHG,PHG,Stocks,EQUITY,NYQ,32.0,25.375,27.14,27.14,27.14,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,27.34000015258789,27.0,27.170000076293945,27.389999389648438,26.829999923706055,27.109999656677246,,
KR,KR,Stocks,EQUITY,NYQ,68.24,57.145,63.225,63.225,63.225,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,63.939998626708984,62.66999816894531,63.30499839782715,64.13999938964844,62.150001525878906,63.14500045776367,,
LRLCY,LRLCY,Stocks,EQUITY,PNK,93.47,89.93,85.5575,85.5575,85.5575,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,87.05999755859375,85.80999755859375,86.43499755859375,85.26000213623047,84.0999984741211,84.68000030517578,,
LHX,LHX,Stocks,EQUITY,NYQ,364.54,255.595,278.5875,278.5875,278.5875,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,280.2200012207031,275.2799987792969,277.75,281.75,277.1000061035156,279.4250030517578,,
LVMUY,LVMUY,Stocks,EQUITY,PNK,127.7,98.95,145.3425,145.3425,145.3425,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,146.7899932861328,144.72000122070312,145.75499725341797,145.7899932861328,144.07000732421875,144.93000030517578,,
LRCX,LRCX,Stocks,EQUITY,NMS,233.89,319.74,161.1,161.1,161.1,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,161.0500030517578,157.8800048828125,159.46500396728516,164.6199951171875,160.85000610351562,162.73500061035156,,
LGGNY,LGGNY,Stocks,EQUITY,PNK,18.28,20.09,16.6825,16.6825,16.6825,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,16.790000915527344,16.579999923706055,16.6850004196167,16.75,16.610000610351562,16.68000030517578,,
LGRDY,LGRDY,Stocks,EQUITY,PNK,36.2,33.87,30.18,30.18,30.18,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,30.229999542236328,29.90999984741211,30.06999969482422,30.389999389648438,30.190000534057617,30.289999961853027,,
LIF,LIF,Stocks,EQUITY,NMS,52.65,43.325,75.8075,75.8075,75.8075,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,79.0199966430664,76.33999633789062,77.67999649047852,76.0,71.87000274658203,73.93500137329102,,
LLY,LLY,Stocks,EQUITY,NYQ,1051.99,1125.73,1008.6175,1008.6175,1008.6175,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,1027.3900146484375,1004.0,1015.6950073242188,1014.2000122070312,988.8800048828125,1001.5400085449219,,
LNC,LNC,Stocks,EQUITY,NYQ,34.3,43.783,42.7075,42.7075,42.7075,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,43.119998931884766,42.36000061035156,42.739999771118164,43.209999084472656,42.13999938964844,42.67499923706055,,
LYG,LYG,Stocks,EQUITY,NYQ,5.55,6.04,5.1175,5.1175,5.1175,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,5.179999828338623,5.110000133514404,5.144999980926514,5.119999885559082,5.059999942779541,5.0899999141693115,,
LMT,LMT,Stocks,EQUITY,NYQ,658.08,536.94,454.0675,454.0675,454.0675,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,452.82000732421875,446.4100036621094,449.61500549316406,465.55999755859375,451.4800109863281,458.52000427246094,,
